X,Site.Code,Site,Subsite,Sampling.Time,Plot.ID,Unique.ID,Ocean,Coast,Latitude,Longitude,Temperature.C,Salinity.ppt,Mean.Fetch,PopDens2,GenotypicRichness,AllelicRichness,Leaf.PercN,Leaf.PercC,Shoots.Zmarina.per.m2,Mean.Sheath.Width.cm.,Mean.Shealth.Length.cm.,Mean.Longest.Leaft.Length.cm.,Mean.Above.Zmarina.g,Mean.Below.Zmarina.g,total.macrophytes.g,Gastropoda.mesograzer.plot.abund,Gastropoda.mesograzer.plot.abund.std.g,Gastropoda.mesograzer.plot.biomass.mg,Gastropoda.mesograzer.plot.biomass.std.mg.g,Gastropoda.mesograzer.plot.richness,Insecta.mesograzer.plot.abund,Insecta.mesograzer.plot.abund.std.g,Insecta.mesograzer.plot.biomass.mg,Insecta.mesograzer.plot.biomass.std.mg.g,Insecta.mesograzer.plot.richness,Malacostraca.mesograzer.plot.abund,Malacostraca.mesograzer.plot.abund.std.g,Malacostraca.mesograzer.plot.biomass.mg,Malacostraca.mesograzer.plot.biomass.std.mg.g,Malacostraca.mesograzer.plot.richness,Polychaeta.mesograzer.plot.abund,Polychaeta.mesograzer.plot.abund.std.g,Polychaeta.mesograzer.plot.biomass.mg,Polychaeta.mesograzer.plot.biomass.std.mg.g,Polychaeta.mesograzer.plot.richness,Polyplacophora.mesograzer.plot.abund,Polyplacophora.mesograzer.plot.abund.std.g,Polyplacophora.mesograzer.plot.biomass.mg,Polyplacophora.mesograzer.plot.biomass.std.mg.g,Polyplacophora.mesograzer.plot.richness,mesograzer.total.plot.abund,mesograzer.total.plot.biomass.mg,mesograzer.total.plot.richness,mesograzer.total.plot.abund.std.g,mesograzer.total.plot.biomass.std.mg.g,Gastropoda.mesograzer.site.richness,Insecta.mesograzer.site.richness,Malacostraca.mesograzer.site.richness,Polychaeta.mesograzer.site.richness,Polyplacophora.mesograzer.site.richness,mesograzer.total.site.richness,epifauna.total.plot.abund,epifauna.total.plot.biomass.mg,epifauna.total.plot.abund.std.g,epifauna.total.plot.biomass.std.mg.g,Zostera.production,epibiota.filter,epibiota.zostera.marina,periphyton.mass.per.g.zostera
826,SF,SF.B,B,1,6,SF.B.1.6,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,2.394567251,34.07662582,31,0.933333333,29.63333333,117.8333333,283,98.5,4.7587,0,0,0,0,0,0,0,0,0,0,41,8.61579843234497,767.5442,161.292832075987,1,0,0,0,0,0,0,0,0,0,0,41,767.5442,1,8.61579843234497,161.292832075987,1,0,6,0,0,7,44,840.1585,9.2462227078824,176.552104566373,918.63333323,0.3464,2.9504,0.11740780911062906
827,SF,SF.B,B,1,7,SF.B.1.7,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,2.757209301,35.77406311,41,0.933333333,26.3,142.9333333,124.5,58.5,4.4755,0,0,0,0,0,0,0,0,0,0,57,12.7360071500391,1499.1793,334.974706736677,1,0,0,0,0,0,0,0,0,0,0,57,1499.1793,1,12.7360071500391,334.974706736677,1,0,6,0,0,7,57,1499.1793,12.7360071500391,334.974706736677,1078.3,0.1661,2.7148,0.06118314424635332
828,SF,SF.B,B,1,8,SF.B.1.8,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,2.710172892,34.10638046,36,0.966666667,30.9,153.6333333,212,128.5,2.4907,0,0,0,0,0,0,0,0,0,0,28,11.2418195687959,561.2647,225.344160276228,1,0,0,0,0,0,0,0,0,0,0,28,561.2647,1,11.2418195687959,225.344160276228,1,0,6,0,0,7,32,562.4904,12.8477937929096,225.836270927852,1112.4,0.2761,3.372,0.08188018979833928
829,SF,SF.B,B,1,9,SF.B.1.9,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,3.091188431,36.45822525,41,1.066666667,31.93333333,139.5666667,174,121.5,4.6721,0,0,0,0,0,0,0,0,0,0,27,5.77898589499369,733.5051,156.996875066886,1,0,0,0,0,0,0,0,0,0,0,27,733.5051,1,5.77898589499369,156.996875066886,1,0,6,0,0,7,34,738.4173,7.27724149739946,158.048265234049,1309.26666653,0.3083,3.0059,0.1025649555873449
830,SF,SF.B,B,1,10,SF.B.1.10,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,3.041162491,35.90000153,34,0.733333333,22.36666667,107.6666667,144.5,50,1.4463,0,0,0,0,0,0,0,0,0,0,23,15.9026481366245,696.0801,481.283343704626,1,0,0,0,0,0,0,0,0,0,0,23,696.0801,1,15.9026481366245,481.283343704626,1,0,6,0,0,7,23,696.0801,15.9026481366245,481.283343704626,760.46666678,0.0782,1.4437,0.054166378056382906
831,SF,SF.B,B,1,11,SF.B.1.11,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,2.947568417,33.9069252,21,0.866666667,23.46666667,107.9666667,210,89.5,1.4234,0,0,0,0,0,0,0,0,0,0,38,26.6966418434734,1002.0997,704.018336377687,1,0,0,0,0,0,0,0,0,0,0,38,1002.0997,1,26.6966418434734,704.018336377687,1,0,6,0,0,7,38,1002.0997,26.6966418434734,704.018336377687,492.80000007,0.1725,2.944,0.05859374999999999
832,SF,SF.B,B,1,12,SF.B.1.12,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,2.756492615,36.20788193,26,0.866666667,26.13333333,104.5,200.5,89.5,1.94,0,0,0,0,0,0,0,0,0,0,21,10.8247422680412,608.8673,313.84912371134,1,0,0,0,0,0,0,0,0,0,0,21,608.8673,1,10.8247422680412,313.84912371134,1,0,6,0,0,7,27,635.3053,13.9175257731959,327.476958762887,679.46666658,0.3547,1.5346,0.23113514922455364
833,SF,SF.B,B,1,13,SF.B.1.13,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,2.878977776,33.40673828,40,0.866666667,19.1,106.0666667,157.5,73.5,1.1193,0,0,0,0,0,0,0,0,0,0,24,21.4419726614849,499.6098,446.35915304208,1,0,0,0,0,0,0,0,0,0,0,24,499.6098,1,21.4419726614849,446.35915304208,1,0,6,0,0,7,24,499.6098,21.4419726614849,446.35915304208,764,0.1115,1.1837,0.09419616456872519
834,SF,SF.B,B,1,14,SF.B.1.14,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,3.136911869,34.82447433,31,0.966666667,34,127.7333333,150.5,51,4.5502,0,0,0,0,0,0,0,0,0,0,52,11.4280690958639,487.349,107.104962419234,1,0,0,0,0,0,0,0,0,0,0,52,487.349,1,11.4280690958639,107.104962419234,1,0,6,0,0,7,52,487.349,11.4280690958639,107.104962419234,1054,0.2142,3.7259,0.05748946563246464
835,SF,SF.B,B,1,15,SF.B.1.15,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,3.099169016,34.43630219,26,0.933333333,25.93333333,138.6,216,57,3.2283,0,0,0,0,0,0,0,0,0,0,39,12.0806616485457,797.5613,247.053031007032,1,0,0,0,0,0,0,0,0,0,0,39,797.5613,1,12.0806616485457,247.053031007032,1,0,6,0,0,7,39,797.5613,12.0806616485457,247.053031007032,674.26666658,0.1342,1.8511,0.07249743395818703
836,SF,SF.B,B,1,16,SF.B.1.16,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,2.837100029,34.1057663,31,0.866666667,24.66666667,129.1666667,92,71,4.4829,0,0,0,0,0,0,0,0,0,0,47,10.4842847264048,881.6496,196.669477347253,1,0,0,0,0,1,0,0,0,0,0,47,881.6496,2,10.4842847264048,196.669477347253,1,0,6,0,0,7,47,881.6496,10.4842847264048,196.669477347253,764.66666677,0.4388,3.4084,0.1287407581269804
837,SF,SF.B,B,1,17,SF.B.1.17,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,2.762042761,33.3637619,37,0.933333333,31.6,124.1,326,106,1.9683,0,0,0,0,0,0,0,0,0,0,89,45.2166844485089,1345.3524,683.509830818473,1,0,0,0,0,0,0,0,0,0,0,89,1345.3524,1,45.2166844485089,683.509830818473,1,0,6,0,0,7,89,1345.3524,45.2166844485089,683.509830818473,1169.2,0.238,2.4187,0.09839996692438087
838,SF,SF.B,B,1,18,SF.B.1.18,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,3.212793112,35.01379776,27,1.033333333,35.23333333,157.8666667,203.5,77.5,4.1964,0,0,0,0,0,0,0,0,0,0,40,9.53197979220284,818.27,194.993327614145,1,0,0,0,0,0,0,0,0,0,0,40,818.27,1,9.53197979220284,194.993327614145,1,0,6,0,0,7,40,818.27,9.53197979220284,194.993327614145,951.29999991,0.4869,4.2333,0.11501665367443839
839,SF,SF.B,B,1,19,SF.B.1.19,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,2.880260229,35.23151779,23,0.866666667,18.83333333,90.46666667,323,95,1.4003,0,0,0,0,0,0,0,0,0,0,11,7.85545954438335,178.2541,127.297079197315,1,0,0,0,0,0,0,0,0,0,0,11,178.2541,1,7.85545954438335,127.297079197315,1,0,6,0,0,7,14,179.887,9.99785760194244,128.463186460044,433.16666659,0.1019,1.8811,0.054170432193929086
840,SF,SF.B,B,1,20,SF.B.1.20,Pacific,East Pacific,37.978118,-122.405941,17.5,27,6.11375,250,1,4.58,2.922623158,34.75756836,70,0.966666667,31.23333333,132.1666667,336,99,3.6516,0,0,0,0,0,0,0,0,0,0,23,6.29860882900646,520.9438,142.661792091138,1,0,0,0,0,1,0,0,0,0,0,23,520.9438,2,6.29860882900646,142.661792091138,1,0,6,0,0,7,23,520.9438,6.29860882900646,142.661792091138,2186.3333331,0.2612,2.7665,0.09441532622447134
841,SW,SW.A,A,1,1,SW.A.1.1,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,0.999040723,38.35374832,1377.790025,0.48,4.38,24.76,92,148,2.5494,41,16.0822154232368,40.689,15.9602259355142,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,41,40.689,3,16.0822154232368,15.9602259355142,4,0,3,0,0,7,41,40.689,16.0822154232368,15.9602259355142,6034.7203095,NA,0.8199,NA
842,SW,SW.A,A,1,2,SW.A.1.2,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,0.990697801,38.53408051,661.3392119,0.5,6.68,39.1,176,141.5,3.1585,13,4.11587779009023,56.0493,17.7455437707773,1,0,0,0,0,0,2,0.63321196770619,0.286,0.0905493113819851,1,0,0,0,0,0,0,0,0,0,0,15,56.3353,2,4.74908975779642,17.8360930821593,4,0,3,0,0,7,17,56.3353,5.38230172550261,17.8360930821593,4417.745935492,NA,1.6669,NA
843,SW,SW.A,A,1,3,SW.A.1.3,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,0.997820795,38.55383301,661.3392119,0.51,6.48,52.36,198.5,170,2.8686,18,6.27483790002092,16.976,5.91786934393084,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,16.976,2,6.27483790002092,5.91786934393084,4,0,3,0,0,7,18,16.976,6.27483790002092,5.91786934393084,4285.478093112,NA,3.2614,NA
844,SW,SW.A,A,1,4,SW.A.1.4,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,0.977930307,38.13293839,661.3392119,0.49,6.48,43.52,113.5,91,5.8832,39,6.62904541745988,139.4887,23.7096648082676,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,39,139.4887,3,6.62904541745988,23.7096648082676,4,0,3,0,0,7,39,139.4887,6.62904541745988,23.7096648082676,4285.478093112,NA,2.2463,NA
845,SW,SW.A,A,1,5,SW.A.1.5,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,0.789480507,31.38433456,881.7856159,0.5,8.02,52.36,319,188,5.9685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,7,3,0,0.502638853983413,0,7071.920639518,NA,2.7535,NA
846,SW,SW.A,A,1,6,SW.A.1.6,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,0.882008135,38.52524185,1019.564618,0.52,7.42,53.08,362,182,6.1868,16,2.58615116053533,107.0114,17.2967285187819,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,107.0114,2,2.58615116053533,17.2967285187819,4,0,3,0,0,7,22,107.0114,3.55595784573608,17.2967285187819,7565.16946556,NA,2.9947,NA
847,SW,SW.A,A,1,7,SW.A.1.7,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,0.782006502,38.828125,523.5602094,0.47,4.94,33.28,158.5,95,4.1372,15,3.62564052982694,12.0059,2.90193850913661,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,12.0059,2,3.62564052982694,2.90193850913661,4,0,3,0,0,7,19,12.0059,4.59247800444745,2.90193850913661,2586.387434436,NA,1.6828,NA
848,SW,SW.A,A,1,8,SW.A.1.8,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,0.805425763,38.65722656,661.3392119,0.5,9.26,47.64,252.5,116.5,5.0057,8,1.59817807699223,11.6457,2.32648780390355,1,0,0,0,0,0,1,0.199772259624029,0.143,0.0285674331262361,1,0,0,0,0,0,0,0,0,0,0,9,11.7887,2,1.79795033661626,2.35505523702979,4,0,3,0,0,7,22,11.9406,4.39498971172863,2.38540064326668,6124.001102194,NA,2.0809,NA
849,SW,SW.A,A,1,9,SW.A.1.9,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,0.911309659,38.40723419,688.8950124,0.48,9.34,47.38,269.5,119,6.0623,6,0.989723372317437,4.6565,0.768107813866025,1,0,0,0,0,0,5,0.824769476931198,1.1508,0.189828942810484,1,0,0,0,0,0,0,0,0,0,0,11,5.8073,2,1.81449284924864,0.957936756676509,4,0,3,0,0,7,15,6.8347,2.47430843079359,1.12741038879633,6434.279415816,NA,2.0975,NA
850,SW,SW.A,A,1,10,SW.A.1.10,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,0.906413019,38.90940475,633.7834114,0.53,9.44,46.66,198,135.5,5.0373,8,1.58815238322117,6.7113,1.33232088618903,1,0,0,0,0,0,2,0.397038095805293,0.286,0.0567764477001568,1,0,0,0,0,1,0,0,0,0,0,10,6.9973,3,1.98519047902646,1.38909733388919,4,0,3,0,0,7,12,6.9973,2.38222857483176,1.38909733388919,5982.915403616,NA,2.4073,NA
851,SW,SW.A,A,1,11,SW.A.1.11,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,1.427398324,37.43208313,2562.689446,0.41,5.2,22.06,159,89,1.9109,27,14.1294677900466,69.8005,36.5275524621906,1,0,0,0,0,0,2,1.04662724370715,0.286,0.149667695850123,1,0,0,0,0,1,0,0,0,0,0,29,70.0865,3,15.1760950337537,36.6772201580407,4,0,3,0,0,7,29,70.0865,15.1760950337537,36.6772201580407,13325.9851192,NA,0.4851,NA
852,SW,SW.A,A,1,12,SW.A.1.12,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,1.409803867,37.65515137,2452.466244,0.39,6.54,23.52,179,141,4.2951,38,8.84729109915951,42.5953,9.91718469884287,1,0,0,0,0,0,1,0.232823449977882,0.143,0.0332937533468371,1,0,0,0,0,0,0,0,0,0,0,39,42.7383,2,9.08011454913739,9.95047845218971,4,0,3,0,0,7,41,42.7383,9.54576144909315,9.95047845218971,16039.12923576,NA,0.4686,NA
853,SW,SW.A,A,1,13,SW.A.1.13,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,1.476183653,37.92181778,1763.571232,0.38,5.02,21.52,102,137.5,2.4274,16,6.5914146823762,68.231,28.1086759495757,1,0,0,0,0,0,3,1.23589025294554,0.429,0.176732306171212,1,0,0,0,0,1,0,0,0,0,0,19,68.66,3,7.82730493532174,28.2854082557469,4,0,3,0,0,7,21,68.66,8.65123177061877,28.2854082557469,8853.12758464,NA,0.3375,NA
854,SW,SW.A,A,1,14,SW.A.1.14,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,1.548930407,37.59380341,2176.908239,0.38,5.44,22.04,132.5,120.5,3.5638,16,4.48958976373534,13.6657,3.83458667714238,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16,13.6657,3,4.48958976373534,3.83458667714238,4,0,3,0,0,7,20,13.6657,5.61198720466917,3.83458667714238,11842.38082016,NA,0.371,NA
855,SW,SW.A,A,1,15,SW.A.1.15,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,1.63813293,37.97093582,2342.243042,0.41,5.92,21.42,123,91,3.3888,16,4.72143531633617,14.5412,4.29095845136922,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16,14.5412,3,4.72143531633617,4.29095845136922,4,0,3,0,0,7,16,14.5412,4.72143531633617,4.29095845136922,13866.07880864,NA,0.3904,NA
856,SW,SW.A,A,1,16,SW.A.1.16,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,1.311097383,37.30036926,1295.122623,0.37,4.86,17.88,112,87,2.9653,22,7.41914814689913,17.3005,5.83431693251948,1,0,0,0,0,0,1,0.337234006677233,0.9111,0.307253903483627,1,0,0,0,0,1,0,0,0,0,0,23,18.2116,3,7.75638215357637,6.1415708360031,4,0,3,0,0,7,23,18.2116,7.75638215357637,6.1415708360031,6294.29594778,NA,0.3173,NA
857,SW,SW.A,A,1,17,SW.A.1.17,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,1.614857554,36.98559189,2204.46404,0.38,4.84,20.52,155,256.5,3.4858,11,3.15566010671869,10.8059,3.09997704974468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10.8059,1,3.15566010671869,3.09997704974468,4,0,3,0,0,7,13,10.8059,3.72941648975845,3.09997704974468,10669.6059536,NA,0.4059,NA
858,SW,SW.A,A,1,18,SW.A.1.18,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,1.36099875,37.87723923,1515.569027,0.4,5.2,22.78,147.5,98.5,4.1184,46,11.1693861693862,66.7215,16.2008304195804,1,0,0,0,0,1,4,0.971250971250971,0.7899,0.191797785547786,1,0,0,0,0,1,0,0,0,0,0,50,67.5114,4,12.1406371406371,16.3926282051282,4,0,3,0,0,7,58,67.5114,14.0831390831391,16.3926282051282,7880.9589404,NA,0.4116,NA
859,SW,SW.A,A,1,19,SW.A.1.19,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,1.323370457,38.35392761,1543.124828,0.37,5.1,24.08,173,175,3.1924,8,2.50595163513344,7.5868,2.3765192331788,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,7.5868,2,2.50595163513344,2.3765192331788,4,0,3,0,0,7,12,7.5868,3.75892745270016,2.3765192331788,7869.9366228,NA,0.4717,NA
860,SW,SW.A,A,1,20,SW.A.1.20,Atlantic,East Atlantic,58.3131,11.5488,21,25,0.82625,50,0.58,4.56,1.305346847,37.81990051,1846.238633,0.39,4.7,18.58,133,153.5,1.568,3,1.91326530612245,6.3718,4.06364795918367,1,0,0,0,0,0,1,0.637755102040816,0.143,0.0911989795918367,1,0,0,0,0,0,0,0,0,0,0,4,6.5148,2,2.55102040816327,4.15484693877551,4,0,3,0,0,7,4,6.5148,2.55102040816327,4.15484693877551,8677.3215751,NA,0.4591,NA
861,SW,SW.B,B,1,1,SW.B.1.1,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,1.110482216,38.14269257,413.3370074,0.41,5.02,26.82,67,200,2.3172,14,6.04177455549801,7.9627,3.43634558950457,1,0,0,0,0,0,5,2.15777662696358,0.715,0.308562057655791,1,0,0,0,0,1,0,0,0,0,0,19,8.6777,3,8.19955118246159,3.74490764716037,4,1,6,0,0,11,19,8.6777,8.19955118246159,3.74490764716037,2074.951777148,0.1082,0.6348,0.1704473850031506
862,SW,SW.B,B,1,2,SW.B.1.2,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,0.860649228,38.46914291,468.4486084,0.43,4.64,23.74,67.5,139.5,0.7011,7,9.98431036941948,3.3005,4.70760233918129,1,0,0,0,0,0,7,9.98431036941948,1.7691,2.52332049636286,1,0,0,0,0,1,0,0,0,0,0,14,5.0696,3,19.968620738839,7.23092283554414,4,1,6,0,0,11,14,5.0696,19.968620738839,7.23092283554414,2173.601542976,0.1115,0.604,0.18460264900662252
863,SW,SW.B,B,1,3,SW.B.1.3,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,1.101153135,38.39746857,606.2276109,0.4,3.11,19.48,82,145.5,2.5298,11,4.34816981579571,3.7619,1.48703454818563,1,0,0,0,0,0,21,8.30105146651909,5.0785,2.00747094631987,1,0,0,0,0,1,0,0,0,0,0,32,8.8404,3,12.6492212823148,3.49450549450549,4,1,6,0,0,11,32,8.8404,12.6492212823148,3.49450549450549,1885.367869899,NA,0.444,NA
864,SW,SW.B,B,1,4,SW.B.1.4,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,1.341295242,37.83931732,826.6740149,0.325,3.45,16.425,84.5,117,1.8249,18,9.86355416735164,7.7917,4.26965861143076,1,1,0.547975231519535,0,0,1,7,3.83582662063675,1.6547,0.906734615595375,1,0,0,0,0,1,0,0,0,0,0,26,9.4464,4,14.2473560195079,5.17639322702614,4,1,6,0,0,11,26,9.4464,14.2473560195079,5.17639322702614,2852.025351405,NA,0.217,NA
865,SW,SW.B,B,1,5,SW.B.1.5,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,1.225957274,38.06236649,496.0044089,0.35,3.04,17.02,47.5,92,2.1366,24,11.232799775344,13.2268,6.19058316952167,1,0,0,0,0,0,37,17.3172329869887,5.291,2.47636431713938,1,0,0,0,0,1,0,0,0,0,0,61,18.5178,3,28.5500327623327,8.66694748666105,4,1,6,0,0,11,61,18.5178,28.5500327623327,8.66694748666105,1507.853403056,0.1128,0.4639,0.24315585255442984
866,SW,SW.B,B,1,6,SW.B.1.6,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,1.196011901,37.86236191,606.2276109,0.4,4.06,21.24,63,116.5,2.266,16,7.06090026478376,10.2606,4.52806707855252,1,7,3.0891438658429,0,0,1,14,6.17828773168579,2.002,0.883495145631068,1,0,0,0,0,1,0,0,0,0,0,37,12.2626,4,16.3283318623124,5.41156222418358,4,1,6,0,0,11,37,12.2626,16.3283318623124,5.41156222418358,2461.284100254,0.113,0.5812,0.19442532690984168
867,SW,SW.B,B,1,7,SW.B.1.7,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,1.096458197,36.44107056,385.7812069,0.36,3.96,21.54,41.5,259.5,0.4536,18,39.6825396825397,8.3272,18.358024691358,1,9,19.8412698412698,0,0,1,10,22.0458553791887,1.43,3.15255731922399,1,0,0,0,0,1,0,0,0,0,0,37,9.7572,4,81.5696649029982,21.510582010582,4,1,6,0,0,11,37,9.7572,81.5696649029982,21.510582010582,1527.693579324,0.1052,0.5792,0.18162983425414364
868,SW,SW.B,B,1,8,SW.B.1.8,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,0.969156623,37.48922729,716.4508129,0.39,3.76,19.06,135.5,177.5,1.2224,34,27.8141361256545,16.0582,13.1366164921466,1,5,4.09031413612565,0,0,1,5,4.09031413612565,0.715,0.584914921465969,1,0,0,0,0,1,0,0,0,0,0,44,16.7732,4,35.9947643979058,13.7215314136126,4,1,6,0,0,11,44,16.7732,35.9947643979058,13.7215314136126,2693.855056504,0.1077,0.3987,0.2701279157261099
869,SW,SW.B,B,1,9,SW.B.1.9,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,0.999410391,38.48460007,633.7834114,0.35,4.24,22.52,65.5,238.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2687.241664336,NA,0.4604,NA
870,SW,SW.B,B,1,10,SW.B.1.10,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,0.858844459,37.7281723,854.2298154,0.3,3.68,20.32,173,238,1.2477,16,12.8235954155646,7.8772,6.31337661296786,1,9,7.21327242125511,0,0,1,7,5.61032299430953,1.001,0.802276188186263,1,0,0,0,0,1,0,0,0,0,0,32,8.8782,4,25.6471908311293,7.11565280115412,4,1,6,0,0,11,32,8.8782,25.6471908311293,7.11565280115412,3143.565720672,0.1408,0.5696,0.24719101123595508
871,SW,SW.B,B,1,11,SW.B.1.11,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,1.189839602,37.67969513,661.3392119,0.46,5.28,34.6,147.5,275.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3491.871038832,0.1098,1.0061,0.10913428088659179
872,SW,SW.B,B,1,12,SW.B.1.12,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,1.102607369,37.56534576,413.3370074,0.45,3.36,36.68,89.5,142,1.0186,17,16.6895739249951,11.8235,11.6075986648341,1,2,1.96347928529354,0,0,1,3,2.94521892794031,1.1971,1.17524052621245,1,0,0,0,0,1,0,0,0,0,0,22,13.0206,4,21.5982721382289,12.7828391910465,4,1,6,0,0,11,23,13.4156,22.5800117808757,13.170626349892,1388.812344864,NA,1.0646,NA
873,SW,SW.B,B,1,13,SW.B.1.13,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,1.248136044,37.39337158,606.2276109,0.44,3.63,22.62,82.5,166.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200.606227567,0.1187,0.7308,0.1624247400109469
874,SW,SW.B,B,1,14,SW.B.1.14,Atlantic,East Atlantic,58.2488,11.4536,21,24,0.63375,50,0.42,3.55,1.177470684,37.63446808,799.1182144,0.39,3,20.66,76.5,183.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2397.3546432,0.1071,0.55305,0.193653376729048
